,x
26215,171107
26216,130836
26217,87983
26218,91681
26219,196843
26220,149436
26221,35795
26222,109218
26223,107935
26224,140955
26225,158671
26226,59849
26227,140486
26228,187572
26229,90050
26230,70925
26231,66003
26232,133260
26233,136596
26234,66008
26235,22463
26236,17415
26237,83736
26238,61464
26239,20685
26240,115203
26241,4378
26242,13157
26243,107286
26244,147342
26245,126237
26246,4472
26247,80602
26248,112106
26249,188551
26250,69086
26251,65817
26252,72194
26253,5080
26254,30678
26255,30955
26256,81690
26257,109209
26258,107188
26259,39820
26260,64839
26261,196429
26262,80204
26263,35734
26264,36825
26265,50755
26266,81706
26267,109049
26268,39342
26269,120494
26270,113481
26271,136274
26272,93377
26273,144512
26274,54299
26275,172402
26276,194933
26277,162694
26278,118941
26279,37763
26280,37777
26281,136388
26282,197274
26283,54075
26284,100717
26285,55935
26286,163617
26287,37285
26288,130997
26289,121126
26290,182859
26291,33375
26292,98558
26293,44371
26294,13530
26295,5381
26296,173642
26297,182137
26298,114937
26299,63234
26300,176806
26301,47983
26302,21042
26303,5403
26304,50090
26305,132403
26306,103893
26307,109591
26308,171323
26309,60841
26310,155472
26311,100534
26312,87068
26313,31963
26314,103664
26315,6258
26316,41016
26317,60501
26318,128502
26319,98164
26320,163027
26321,47078
26322,167285
26323,103842
26324,45571
26325,29052
26326,187051
26327,111752
26328,32725
26329,172288
26330,182146
26331,94987
26332,74586
26333,131199
26334,54482
26335,154712
26336,33240
26337,95324
26338,134913
26339,174932
26340,101497
26341,106123
26342,65415
26343,83346
26344,11926
26345,250
26346,188449
26347,120590
26348,8829
26349,91974
26350,115377
26351,89640
26352,13752
26353,26135
26354,53663
26355,154057
26356,174926
26357,39796
26358,40833
26359,15502
26360,1818
26361,190538
26362,176119
26363,156536
26364,10798
26365,40877
26366,136243
26367,3827
26368,187553
26369,163506
26370,164917
26371,62279
26372,66422
26373,33869
26374,131613
26375,118639
26376,123008
26377,150860
26378,15520
26379,174251
26380,113045
26381,131636
26382,97629
26383,102524
26384,95960
26385,54112
26386,15485
26387,164407
26388,13238
26389,195196
26390,155872
26391,87904
26392,192942
26393,174348
26394,98716
26395,168506
26396,84405
26397,56789
26398,64081
26399,79856
26400,23352
26401,7447
26402,8518
26403,69741
26404,58245
26405,182806
26406,118273
26407,43166
26408,25326
26409,151544
26410,149306
26411,169866
26412,73322
26413,32586
26414,188052
26415,117315
26416,158799
26417,67566
26418,31012
26419,191125
26420,47633
26421,115891
26422,107324
26423,163886
26424,76794
26425,156768
26426,129651
26427,119188
26428,156572
26429,194770
26430,155160
26431,177550
26432,117286
26433,44495
26434,138287
26435,20177
26436,3328
26437,19205
26438,3572
26439,41107
26440,76604
26441,24643
26442,12390
26443,1953
26444,67826
26445,27039
26446,179020
26447,51859
26448,54085
26449,51701
26450,102857
26451,478
26452,139083
26453,171254
26454,60059
26455,13570
26456,142130
26457,166236
26458,69801
26459,75045
26460,25694
26461,106676
26462,66412
26463,1168
26464,21557
26465,13634
26466,30799
26467,96678
26468,142706
26469,86918
26470,177328
26471,134529
26472,27115
26473,14007
26474,181669
26475,117196
26476,50126
26477,149606
26478,90908
26479,20331
26480,20511
26481,56901
26482,174792
26483,160654
26484,168290
26485,163771
26486,38180
26487,189500
26488,23922
26489,121548
26490,43872
26491,101939
26492,37918
26493,92659
26494,114000
26495,147854
26496,49194
26497,7336
26498,107474
26499,21667
26500,176845
26501,112504
26502,98172
26503,164127
26504,35957
26505,125547
26506,152808
26507,140644
26508,104050
26509,153007
26510,101200
26511,127640
26512,73685
26513,192191
26514,146111
26515,97915
26516,111955
26517,136985
26518,57886
26519,48140
26520,22135
26521,31514
26522,27643
26523,135028
26524,176037
26525,7453
26526,193242
26527,189323
26528,86844
26529,27892
26530,83278
26531,16911
26532,152485
26533,96651
26534,95199
26535,123685
26536,33472
26537,125011
26538,163493
26539,183594
26540,77758
26541,31063
26542,24849
26543,6910
26544,72861
26545,88883
26546,174184
26547,118187
26548,178466
26549,117672
26550,122204
26551,3766
26552,65275
26553,77134
26554,4984
26555,39513
26556,132587
26557,16130
26558,39143
26559,9464
26560,8347
26561,150118
26562,14871
26563,144810
26564,157777
26565,149112
26566,35710
26567,9475
26568,64419
26569,70141
26570,151829
26571,44462
26572,24470
26573,56170
26574,122856
26575,150725
26576,175033
26577,4157
26578,115128
26579,18279
26580,27262
26581,46506
26582,121454
26583,10466
26584,78908
26585,150458
26586,1896
26587,56064
26588,20952
26589,130495
26590,150407
26591,30265
26592,31726
26593,134933
26594,143619
26595,76294
26596,43124
26597,163029
26598,100816
26599,31738
26600,47341
26601,120006
26602,154678
26603,146741
26604,39372
26605,59354
26606,57646
26607,190133
26608,126874
26609,145248
26610,20513
26611,66763
26612,9398
26613,51387
26614,94140
26615,130268
26616,138117
26617,64016
26618,15938
26619,1124
26620,182441
26621,65562
26622,84065
26623,102008
26624,107878
26625,122706
26626,178317
26627,47760
26628,4188
26629,183388
26630,150116
26631,112750
26632,102435
26633,195206
26634,102160
26635,80045
26636,13041
26637,14796
26638,26019
26639,105530
26640,157348
26641,85022
26642,143764
26643,128252
26644,67810
26645,164529
26646,33131
26647,137083
26648,35761
26649,95195
26650,150059
26651,112103
26652,13554
26653,143077
26654,7351
26655,58558
26656,22651
26657,113335
26658,56932
26659,159554
26660,50065
26661,120235
26662,138248
26663,172271
26664,120320
26665,55700
26666,83178
26667,89724
26668,113252
26669,163099
26670,82973
26671,196779
26672,38970
26673,119570
26674,138654
26675,192127
26676,148402
26677,1386
26678,55953
26679,3567
26680,13816
26681,102427
26682,45861
26683,46685
26684,181969
26685,59933
26686,47378
26687,15878
26688,91742
26689,110006
26690,76307
26691,143342
26692,1605
26693,76511
26694,72687
26695,169297
26696,82710
26697,47623
26698,4385
26699,149103
26700,7025
26701,187714
26702,14348
26703,142948
26704,48992
26705,39920
26706,41446
26707,7259
26708,87599
26709,143484
26710,95561
26711,138487
26712,26381
26713,100598
26714,61810
26715,32453
26716,112633
26717,57824
26718,36817
26719,99517
26720,55132
26721,66107
26722,1248
26723,175299
26724,84477
26725,147383
26726,100145
26727,76635
26728,44012
26729,114029
26730,67801
26731,83219
26732,170912
26733,155222
26734,63746
26735,75009
26736,187705
26737,13080
26738,3354
26739,44177
26740,79687
26741,173525
26742,36672
26743,156297
26744,158706
26745,178285
26746,48982
26747,65687
26748,111074
26749,3275
26750,139037
26751,97486
26752,178724
26753,84543
26754,52172
26755,2672
26756,133700
26757,3696
26758,127060
26759,129239
26760,40779
26761,6255
26762,123196
26763,60753
26764,181461
26765,35082
26766,165257
26767,193746
26768,78662
26769,174773
26770,122051
26771,64435
26772,144813
26773,10142
26774,147486
26775,110347
26776,66840
26777,180238
26778,102694
26779,133982
26780,85141
26781,191672
26782,128564
26783,154224
26784,27681
26785,43188
26786,33884
26787,97390
26788,188059
26789,85972
26790,148822
26791,168682
26792,26770
26793,16478
26794,47224
26795,139194
26796,186759
26797,79803
26798,167246
26799,22600
26800,67197
26801,1433
26802,51161
26803,145844
26804,81705
26805,176898
26806,29303
26807,47137
26808,187028
26809,191013
26810,116812
26811,73156
26812,139598
26813,111918
26814,63953
26815,70578
26816,158056
26817,8751
26818,171413
26819,126547
26820,74398
26821,73450
26822,84337
26823,97297
26824,169972
26825,171145
26826,12758
26827,52508
26828,44251
26829,73204
26830,676
26831,22895
26832,149486
26833,155889
26834,7649
26835,16176
26836,20271
26837,1726
26838,43424
26839,124204
26840,26865
26841,106801
26842,138740
26843,27911
26844,69851
26845,146892
26846,60691
26847,77803
26848,26501
26849,124668
26850,192128
26851,118420
26852,84969
26853,67776
26854,194815
26855,139635
26856,184247
26857,193457
26858,57925
26859,66878
26860,161549
26861,87475
26862,33480
26863,138834
26864,164694
26865,159042
26866,138366
26867,97116
26868,160007
26869,165417
26870,87132
26871,177551
26872,161065
26873,33956
26874,91504
26875,159522
26876,180179
26877,31221
26878,152712
26879,122278
26880,165633
26881,33823
26882,53878
26883,159443
26884,190021
26885,181083
26886,33489
26887,196122
26888,126300
26889,146844
26890,113346
26891,86413
26892,116962
26893,116643
26894,69250
26895,83970
26896,189442
26897,91163
26898,83036
26899,80857
26900,43406
26901,124199
26902,16561
26903,36363
26904,63765
26905,194328
26906,186206
26907,100808
26908,3130
26909,177226
26910,134215
26911,124197
26912,179151
26913,83194
26914,56680
26915,197161
26916,140002
26917,99936
26918,63749
26919,28633
26920,124914
26921,130598
26922,31658
26923,97341
26924,180743
26925,9922
26926,18012
26927,108679
26928,18505
26929,120408
26930,61577
26931,84154
26932,180129
26933,58938
26934,105423
26935,89470
26936,108394
26937,19030
26938,181006
26939,25129
26940,193158
26941,156825
26942,159261
26943,143958
26944,75774
26945,191924
26946,24609
26947,151054
26948,13106
26949,129614
26950,93016
26951,8063
26952,150048
26953,35733
26954,38560
26955,134368
26956,157447
26957,184104
26958,181349
26959,17092
26960,158945
26961,134959
26962,148774
26963,158145
26964,197301
26965,74162
26966,48560
26967,115949
26968,41206
26969,176768
26970,188854
26971,191183
26972,190933
26973,5866
26974,104299
26975,172503
26976,125001
26977,165304
26978,55068
26979,32094
26980,66930
26981,119068
26982,182511
26983,69105
26984,138839
26985,49765
26986,31268
26987,40099
26988,3984
26989,158258
26990,159406
26991,101986
26992,113925
26993,159892
26994,185591
26995,147012
26996,190589
26997,107253
26998,80656
26999,110740
27000,11852
27001,178896
27002,172315
27003,104258
27004,138321
27005,59814
27006,11513
27007,197044
27008,69308
27009,120374
27010,91591
27011,77750
27012,72790
27013,143038
27014,109585
27015,5395
27016,130338
27017,1419
27018,47995
27019,13489
27020,30873
27021,184480
27022,193261
27023,185769
27024,67545
27025,150106
27026,45820
27027,159666
27028,183725
27029,1162
27030,119882
27031,197266
27032,178540
27033,86067
27034,102443
27035,33899
27036,166040
27037,36283
27038,4791
27039,122482
27040,187446
27041,192130
27042,130697
27043,56059
27044,144921
27045,189799
27046,165696
27047,156828
27048,170927
27049,49961
27050,179923
27051,105696
27052,76521
27053,23507
27054,105029
27055,51356
27056,64723
27057,122439
27058,163527
27059,193058
27060,59719
27061,24917
27062,168705
27063,119428
27064,145693
27065,75091
27066,53343
27067,36343
27068,105554
27069,154337
27070,57066
27071,119415
27072,73480
27073,164711
27074,133706
27075,64683
27076,190381
27077,47662
27078,132408
27079,69074
27080,48016
27081,133192
27082,146673
27083,42467
27084,40856
27085,93451
27086,121752
27087,145283
27088,91060
27089,170545
27090,179329
27091,196613
27092,111682
27093,36662
27094,126174
27095,54479
27096,32185
27097,116937
27098,114087
27099,127987
27100,14763
27101,197645
27102,8665
27103,167691
27104,47892
27105,41587
27106,194804
27107,149373
27108,183506
27109,1813
27110,19670
27111,68865
27112,116491
27113,125705
27114,135207
27115,56705
27116,134952
27117,100563
27118,104261
27119,128448
27120,59283
27121,158662
27122,179590
27123,30444
27124,99888
27125,185585
27126,20184
27127,79266
27128,86903
27129,148624
27130,11901
27131,88126
27132,37832
27133,92348
27134,37128
27135,87084
27136,15526
27137,172972
27138,174921
27139,116900
27140,62292
27141,78800
27142,144957
27143,82132
27144,188561
27145,164003
27146,46508
27147,34695
27148,52647
27149,103317
27150,176481
27151,3611
27152,122124
27153,73828
27154,29066
27155,42831
27156,12493
27157,155324
27158,36563
27159,134320
27160,37552
27161,184603
27162,98127
27163,157735
27164,89321
27165,184745
27166,169072
27167,86124
27168,120964
27169,32059
27170,97880
27171,13239
27172,59593
27173,58730
27174,41826
27175,60884
27176,103711
27177,42700
27178,87388
27179,19870
27180,55682
27181,70951
27182,26407
27183,88582
27184,176324
27185,18105
27186,90964
27187,174016
27188,66850
27189,43326
27190,106906
27191,81945
27192,383
27193,60103
27194,145364
27195,38973
27196,153367
27197,16467
27198,32405
27199,126341
27200,35063
27201,93658
27202,143501
27203,20575
27204,154003
27205,165354
27206,93839
27207,163073
27208,46986
27209,155970
27210,154048
27211,77680
27212,168663
27213,27465
27214,168069
27215,35822
27216,122266
27217,146343
27218,164653
27219,103985
27220,149235
27221,72371
27222,168998
27223,146352
27224,30079
27225,97125
27226,108930
27227,191313
27228,17673
27229,21470
27230,53600
27231,43560
27232,4323
27233,147998
27234,57589
27235,145394
27236,40485
27237,67808
27238,195065
27239,9927
27240,71844
27241,59454
27242,138378
27243,4187
27244,54587
27245,119126
27246,137686
27247,66517
27248,80747
27249,34961
27250,55639
27251,47793
27252,109323
27253,32849
27254,131510
27255,184877
27256,41058
27257,32235
27258,95087
27259,194098
27260,124224
27261,154669
27262,53415
27263,49001
27264,153097
27265,34130
27266,168857
27267,11851
27268,78331
27269,180902
27270,115144
27271,105687
27272,131582
27273,90692
27274,161979
27275,53950
27276,107392
27277,178406
27278,28936
27279,35475
27280,135926
27281,51181
27282,102388
27283,177658
27284,190702
27285,9584
27286,183708
27287,160863
27288,188193
27289,159842
27290,83122
27291,197420
27292,166383
27293,12225
27294,101097
27295,67619
27296,152755
27297,14055
27298,181132
27299,101367
27300,68527
27301,147344
27302,150327
27303,43833
27304,62403
27305,40615
27306,89112
27307,170975
27308,112411
27309,85637
27310,15746
27311,156445
27312,128884
27313,181732
27314,93246
27315,121953
27316,113136
27317,141363
27318,158591
27319,171334
27320,187994
27321,161567
27322,50070
27323,184271
27324,108712
27325,36668
27326,181891
27327,125601
27328,4932
27329,88282
27330,193445
27331,75595
27332,58640
27333,76397
27334,35819
27335,87546
27336,95871
27337,97320
27338,77708
27339,11939
27340,98827
27341,61941
27342,193565
27343,70513
27344,69367
27345,174486
27346,25050
27347,27152
27348,166428
27349,40698
27350,108423
27351,47421
27352,40837
27353,65121
27354,16988
27355,106107
27356,173011
27357,50479
27358,171132
27359,159565
27360,18854
27361,134907
27362,187438
27363,124853
27364,116947
27365,37578
27366,73975
27367,29051
27368,150276
27369,92923
27370,172878
27371,20904
27372,30469
27373,131567
27374,20268
27375,101179
27376,46450
27377,65930
27378,15339
27379,188364
27380,111796
27381,123713
27382,24101
27383,156443
27384,129851
27385,56569
27386,171611
27387,17650
27388,187475
27389,185522
27390,81501
27391,101048
27392,120032
27393,43240
27394,161844
27395,103464
27396,88169
27397,75590
27398,54414
27399,181182
27400,146813
27401,149058
27402,62750
27403,155532
27404,52804
27405,128680
27406,91192
27407,73870
27408,10068
27409,25246
27410,36944
27411,174956
27412,192210
27413,164854
27414,328
27415,144306
27416,40355
27417,112561
27418,80681
27419,96761
27420,23485
27421,142913
27422,6165
27423,185932
27424,61545
27425,183445
27426,179442
27427,191765
27428,45860
27429,88522
27430,102445
27431,151729
27432,52306
27433,63238
27434,11464
27435,79281
27436,130363
27437,168537
27438,41777
27439,138973
27440,45609
27441,110517
27442,96754
27443,92131
27444,124970
27445,142390
27446,39437
27447,61378
27448,88470
27449,129065
27450,84151
27451,32545
27452,158026
27453,12895
27454,57478
27455,171240
27456,160384
27457,61148
27458,170634
27459,136476
27460,186242
27461,168970
27462,62576
27463,162098
27464,1380
27465,194705
27466,17987
27467,94026
27468,173279
27469,176875
27470,35443
27471,20984
27472,117312
27473,99072
27474,56518
27475,193987
27476,62007
27477,2083
27478,140445
27479,36795
27480,30956
27481,7530
27482,84963
27483,196941
27484,7948
27485,183017
27486,41396
27487,145714
27488,156051
27489,21250
27490,194588
27491,80190
27492,9601
27493,151149
27494,1245
27495,94974
27496,29509
27497,68596
27498,2855
27499,24745
27500,151562
27501,148260
27502,184239
